gene_name,gene_id,genome
Y_RNA-158,ENSG00000200544,hg38
U3-6,ENSG00000200545,hg38
Y_RNA-159,ENSG00000200547,hg38
RNU6-137P,ENSG00000200550,hg38
Y_RNA-160,ENSG00000200552,hg38
Y_RNA-161,ENSG00000200553,hg38
RNU6-1020P,ENSG00000200554,hg38
RNU6-525P,ENSG00000200555,hg38
RNU6-103P,ENSG00000200556,hg38
RNA5SP429,ENSG00000200558,hg38
RNU6-288P,ENSG00000200560,hg38
RNU6-640P,ENSG00000200563,hg38
SNORD115-39,ENSG00000200564,hg38
RNU5F-7P,ENSG00000200566,hg38
RNU6-829P,ENSG00000200570,hg38
RNU6-1284P,ENSG00000200571,hg38
Y_RNA-162,ENSG00000200572,hg38
RNU6-414P,ENSG00000200575,hg38
Y_RNA-163,ENSG00000200579,hg38
RNA5SP514,ENSG00000200587,hg38
Y_RNA-164,ENSG00000200591,hg38
SNORD115-33,ENSG00000200593,hg38
RNU6-824P,ENSG00000200594,hg38
RNVU1-33,ENSG00000200597,hg38
Y_RNA-165,ENSG00000200600,hg38
RNA5SP50,ENSG00000200601,hg38
Y_RNA-166,ENSG00000200605,hg38
SNORD114-11,ENSG00000200608,hg38
Y_RNA-167,ENSG00000200610,hg38
SNORD114-25,ENSG00000200612,hg38
RNA5SP349,ENSG00000200613,hg38
Y_RNA-168,ENSG00000200615,hg38
Y_RNA-169,ENSG00000200616,hg38
RNA5SP447,ENSG00000200619,hg38
ENSG00000200620,ENSG00000200620,hg38
RNU6-1059P,ENSG00000200622,hg38
SNORD18A,ENSG00000200623,hg38
RNA5S6,ENSG00000200624,hg38
RNA5SP325,ENSG00000200626,hg38
RNY1P11,ENSG00000200629,hg38
Y_RNA-170,ENSG00000200630,hg38
SNORD113-7,ENSG00000200632,hg38
Y_RNA-171,ENSG00000200635,hg38
SNORD114-27,ENSG00000200636,hg38
RNU5F-3P,ENSG00000200637,hg38
SNORD115-37,ENSG00000200638,hg38
RNU6-1210P,ENSG00000200645,hg38
Y_RNA-172,ENSG00000200646,hg38
RNU6-226P,ENSG00000200648,hg38
RNA5SP114,ENSG00000200650,hg38
Y_RNA-173,ENSG00000200651,hg38
ENSG00000200652,ENSG00000200652,hg38
RNU4-92P,ENSG00000200653,hg38
SNORA5B,ENSG00000200656,hg38
SNORD116-10,ENSG00000200661,hg38
Y_RNA-174,ENSG00000200664,hg38
RNU6-1188P,ENSG00000200665,hg38
RNU6-912P,ENSG00000200670,hg38
RN7SKP174,ENSG00000200673,hg38
RN7SKP160,ENSG00000200674,hg38
SNORD18,ENSG00000200677,hg38
SNORD115-4,ENSG00000200680,hg38
RNU6-263P,ENSG00000200681,hg38
RNU6-379P,ENSG00000200683,hg38
Y_RNA-175,ENSG00000200685,hg38
RNY3P3,ENSG00000200686,hg38
RNA5SP335,ENSG00000200687,hg38
Y_RNA-176,ENSG00000200688,hg38
U3-7,ENSG00000200693,hg38
RNU6-674P,ENSG00000200701,hg38
Y_RNA-177,ENSG00000200702,hg38
RNU6-873P,ENSG00000200703,hg38
ENSG00000200706,ENSG00000200706,hg38
RN7SKP93,ENSG00000200708,hg38
RNA5SP27,ENSG00000200709,hg38
RNA5SP28,ENSG00000200711,hg38
RNU6-682P,ENSG00000200713,hg38
Y_RNA-178,ENSG00000200714,hg38
RN7SKP103,ENSG00000200718,hg38
RNA5SP260,ENSG00000200719,hg38
RNU6-931P,ENSG00000200720,hg38
SNORD115-8,ENSG00000200726,hg38
RNU6-271P,ENSG00000200728,hg38
RNU1-124P,ENSG00000200731,hg38
RNU6-194P,ENSG00000200732,hg38
ENSG00000200733,ENSG00000200733,hg38
Y_RNA-179,ENSG00000200737,hg38
RNA5SP472,ENSG00000200738,hg38
RNA5SP161,ENSG00000200741,hg38
Y_RNA-180,ENSG00000200742,hg38
RNU1-31P,ENSG00000200745,hg38
Y_RNA-181,ENSG00000200750,hg38
Y_RNA-182,ENSG00000200752,hg38
ENSG00000200753,ENSG00000200753,hg38
Y_RNA-183,ENSG00000200754,hg38
RNA5SP68,ENSG00000200755,hg38
RNU6-236P,ENSG00000200756,hg38
SNORD115-16,ENSG00000200757,hg38
RNU6-884P,ENSG00000200759,hg38
RN7SKP113,ENSG00000200761,hg38
RNU6-961P,ENSG00000200763,hg38
Y_RNA-184,ENSG00000200764,hg38
Y_RNA-185,ENSG00000200769,hg38
RNU6-478P,ENSG00000200774,hg38
RNU6-105P,ENSG00000200779,hg38
RN7SKP180,ENSG00000200783,hg38
SNORD8,ENSG00000200785,hg38
RNA5SP234,ENSG00000200786,hg38
Y_RNA-186,ENSG00000200788,hg38
RNU1-65P,ENSG00000200789,hg38
RNU6-631P,ENSG00000200790,hg38
SNORA80A,ENSG00000200792,hg38
RN7SKP250,ENSG00000200794,hg38
RNU4-1,ENSG00000200795,hg38
RNU6-753P,ENSG00000200796,hg38
RNU6-770P,ENSG00000200799,hg38
RNU1-130P,ENSG00000200800,hg38
SNORD115-28,ENSG00000200801,hg38
RNA5SP275,ENSG00000200806,hg38
RNU1-32P,ENSG00000200807,hg38
SNORD115-6,ENSG00000200812,hg38
RNU6-595P,ENSG00000200814,hg38
RNU6-1091P,ENSG00000200815,hg38
SNORA38,ENSG00000200816,hg38
RNU6-899P,ENSG00000200817,hg38
RNU6-1204P,ENSG00000200818,hg38
Y_RNA-187,ENSG00000200822,hg38
SNORD114-2,ENSG00000200823,hg38
RNU6-324P,ENSG00000200827,hg38
Y_RNA-188,ENSG00000200829,hg38
RN7SKP134,ENSG00000200830,hg38
SNORD36B,ENSG00000200831,hg38
SNORD114-4,ENSG00000200832,hg38
Y_RNA-189,ENSG00000200834,hg38
RNA5SP48,ENSG00000200839,hg38
RNU6-82P,ENSG00000200840,hg38
Y_RNA-190,ENSG00000200842,hg38
Y_RNA-191,ENSG00000200847,hg38
Y_RNA-192,ENSG00000200849,hg38
RNA5SP499,ENSG00000200852,hg38
Y_RNA-193,ENSG00000200855,hg38
Y_RNA-194,ENSG00000200857,hg38
Y_RNA-195,ENSG00000200860,hg38
RN7SKP36,ENSG00000200867,hg38
RNU6-457P,ENSG00000200869,hg38
RNU6-810P,ENSG00000200871,hg38
RNA5SP456,ENSG00000200872,hg38
RNA5SP399,ENSG00000200873,hg38
Y_RNA-196,ENSG00000200874,hg38
RNU6-340P,ENSG00000200875,hg38
RNU6-560P,ENSG00000200877,hg38
SNORD14E,ENSG00000200879,hg38
RNU6-681P,ENSG00000200882,hg38
Y_RNA-197,ENSG00000200883,hg38
Y_RNA-198,ENSG00000200884,hg38
RNU1-146P,ENSG00000200885,hg38
RNU6-598P,ENSG00000200887,hg38
Y_RNA-199,ENSG00000200888,hg38
RNU4-13P,ENSG00000200889,hg38
RNA5SP99,ENSG00000200890,hg38
ENSG00000200891,ENSG00000200891,hg38
RNU6-944P,ENSG00000200893,hg38
RN7SKP245,ENSG00000200895,hg38
ENSG00000200897,ENSG00000200897,hg38
RNU6-1243P,ENSG00000200898,hg38
RNU6-627P,ENSG00000200902,hg38
RNU1-42P,ENSG00000200903,hg38
RNU6-854P,ENSG00000200906,hg38
SNORD46,ENSG00000200913,hg38
RNA5SP435,ENSG00000200914,hg38
RNU6-553P,ENSG00000200917,hg38
Y_RNA-200,ENSG00000200922,hg38
RNU6-1048P,ENSG00000200924,hg38
RNU6-960P,ENSG00000200926,hg38
RNU6-1090P,ENSG00000200935,hg38
RNU6-694P,ENSG00000200941,hg38
RNU6-501P,ENSG00000200942,hg38
SNORD115-32,ENSG00000200949,hg38
Y_RNA-201,ENSG00000200953,hg38
RNU6-801P,ENSG00000200957,hg38
SNORA74A,ENSG00000200959,hg38
RNU6-289P,ENSG00000200963,hg38
RN7SKP87,ENSG00000200966,hg38
ENSG00000200969,ENSG00000200969,hg38
RNU5A-8P,ENSG00000200972,hg38
RNU4-87P,ENSG00000200974,hg38
RNU1-7P,ENSG00000200975,hg38
Y_RNA-202,ENSG00000200976,hg38
Y_RNA-203,ENSG00000200982,hg38
SNORA3A,ENSG00000200983,hg38
RNA5SP493,ENSG00000200985,hg38
RNU6-819P,ENSG00000200986,hg38
SNORD115-30,ENSG00000200987,hg38
ENSG00000200991,ENSG00000200991,hg38
RNVU1-34,ENSG00000200997,hg38
Y_RNA-204,ENSG00000200998,hg38
ENSG00000200999,ENSG00000200999,hg38
RNA5SP516,ENSG00000201000,hg38
RNU6-270P,ENSG00000201001,hg38
ENSG00000201003,ENSG00000201003,hg38
Y_RNA-205,ENSG00000201006,hg38
ENSG00000201009,ENSG00000201009,hg38
RN7SKP224,ENSG00000201010,hg38
Y_RNA-206,ENSG00000201012,hg38
Y_RNA-207,ENSG00000201013,hg38
RNA5SP232,ENSG00000201014,hg38
RNU6-280P,ENSG00000201015,hg38
RNU6-374P,ENSG00000201016,hg38
RNU6-743P,ENSG00000201021,hg38
RNY3P11,ENSG00000201023,hg38
SNORD74B,ENSG00000201025,hg38
Y_RNA-208,ENSG00000201026,hg38
RN7SKP107,ENSG00000201027,hg38
RNU6-151P,ENSG00000201028,hg38
Y_RNA-209,ENSG00000201031,hg38
RNU6-704P,ENSG00000201032,hg38
RNU1-96P,ENSG00000201033,hg38
Y_RNA-210,ENSG00000201034,hg38
RNA5SP469,ENSG00000201035,hg38
ENSG00000201036,ENSG00000201036,hg38
RNA5SP242,ENSG00000201041,hg38
ENSG00000201042,ENSG00000201042,hg38
RNU6-268P,ENSG00000201044,hg38
Y_RNA-211,ENSG00000201047,hg38
Y_RNA-212,ENSG00000201048,hg38
RNU6-668P,ENSG00000201050,hg38
RNA5SP336,ENSG00000201059,hg38
RNU6-461P,ENSG00000201065,hg38
RN7SKP280,ENSG00000201066,hg38
RNU4-84P,ENSG00000201070,hg38
Y_RNA-213,ENSG00000201071,hg38
Y_RNA-214,ENSG00000201074,hg38
Y_RNA-215,ENSG00000201075,hg38
RNU4-51P,ENSG00000201076,hg38
RNU6-188P,ENSG00000201077,hg38
RN7SKP214,ENSG00000201078,hg38
Y_RNA-216,ENSG00000201084,hg38
RNU6-173P,ENSG00000201085,hg38
RNA5SP394,ENSG00000201086,hg38
Y_RNA-217,ENSG00000201088,hg38
RNU6-266P,ENSG00000201095,hg38
RNA5SP387,ENSG00000201096,hg38
RNU6-366P,ENSG00000201097,hg38
RNY1,ENSG00000201098,hg38
Y_RNA-218,ENSG00000201102,hg38
RNU6-11P,ENSG00000201104,hg38
RNA5SP245,ENSG00000201109,hg38
RNU6-647P,ENSG00000201113,hg38
Y_RNA-219,ENSG00000201114,hg38
Y_RNA-220,ENSG00000201118,hg38
RNU1-33P,ENSG00000201119,hg38
RNY1P12,ENSG00000201121,hg38
SNORA58B,ENSG00000201129,hg38
ENSG00000201133,ENSG00000201133,hg38
Y_RNA-221,ENSG00000201134,hg38
RNU6-777P,ENSG00000201135,hg38
RNU6-353P,ENSG00000201136,hg38
RN7SKP128,ENSG00000201140,hg38
RNU1-151P,ENSG00000201142,hg38
SNORD115-42,ENSG00000201143,hg38
RNA5SP175,ENSG00000201145,hg38
RNA5SP42,ENSG00000201148,hg38
ENSG00000201151,ENSG00000201151,hg38
RNU6-371P,ENSG00000201153,hg38
RNU1-24P,ENSG00000201155,hg38
SNORA62,ENSG00000201157,hg38
Y_RNA-222,ENSG00000201160,hg38
RN7SKP10,ENSG00000201161,hg38
RNU6-454P,ENSG00000201162,hg38
RNU4-36P,ENSG00000201164,hg38
RNU6-1229P,ENSG00000201165,hg38
RNA5SP368,ENSG00000201168,hg38
RNU1-132P,ENSG00000201170,hg38
RNU6-853P,ENSG00000201176,hg38
Y_RNA-223,ENSG00000201178,hg38
RNU6-1322P,ENSG00000201179,hg38
RNU6-115P,ENSG00000201180,hg38
RNU6-670P,ENSG00000201182,hg38
RNVU1-3,ENSG00000201183,hg38
RNU4-68P,ENSG00000201184,hg38
RNA5SP202,ENSG00000201185,hg38
RNU4-33P,ENSG00000201186,hg38
Y_RNA-224,ENSG00000201196,hg38
RNU6-879P,ENSG00000201198,hg38
RN7SKP118,ENSG00000201201,hg38
Y_RNA-225,ENSG00000201207,hg38
Y_RNA-226,ENSG00000201208,hg38
SNORD42,ENSG00000201209,hg38
RNA5SP139,ENSG00000201210,hg38
Y_RNA-227,ENSG00000201216,hg38
Y_RNA-228,ENSG00000201217,hg38
Y_RNA-229,ENSG00000201218,hg38
RNU4-40P,ENSG00000201221,hg38
RNU6-1305P,ENSG00000201223,hg38
Y_RNA-230,ENSG00000201228,hg38
SNORA63D,ENSG00000201229,hg38
RNU4-50P,ENSG00000201231,hg38
Y_RNA-231,ENSG00000201239,hg38
SNORD114-9,ENSG00000201240,hg38
RNU6-978P,ENSG00000201241,hg38
RNY1P1,ENSG00000201242,hg38
RNU6-654P,ENSG00000201243,hg38
ENSG00000201245,ENSG00000201245,hg38
SNORD114-13,ENSG00000201247,hg38
RNU4-10P,ENSG00000201253,hg38
RNU6-990P,ENSG00000201255,hg38
RNU6-1075P,ENSG00000201260,hg38
SNORD114-6,ENSG00000201263,hg38
SNORD73B,ENSG00000201264,hg38
RNU6-755P,ENSG00000201270,hg38
RNU1-112P,ENSG00000201271,hg38
RNU6-776P,ENSG00000201273,hg38
RNA5SP192,ENSG00000201274,hg38
Y_RNA-232,ENSG00000201277,hg38
Y_RNA-233,ENSG00000201279,hg38
Y_RNA-234,ENSG00000201282,hg38
RNA5SP524,ENSG00000201285,hg38
RN7SKP171,ENSG00000201287,hg38
RNU6-1047P,ENSG00000201288,hg38
RN7SKP76,ENSG00000201289,hg38
RNU1-34P,ENSG00000201291,hg38
RNU6-153P,ENSG00000201292,hg38
RNU6-1019P,ENSG00000201294,hg38
RNU4-41P,ENSG00000201296,hg38
Y_RNA-235,ENSG00000201297,hg38
RNU6-1164P,ENSG00000201298,hg38
SNORD115-27,ENSG00000201300,hg38
RNA5SP130,ENSG00000201301,hg38
SNORA65,ENSG00000201302,hg38
RNU6-512P,ENSG00000201308,hg38
Y_RNA-236,ENSG00000201309,hg38
Y_RNA-237,ENSG00000201311,hg38
RNA5SP72,ENSG00000201312,hg38
Y_RNA-238,ENSG00000201314,hg38
RN7SKP227,ENSG00000201315,hg38
ENSG00000201316,ENSG00000201316,hg38
RNU4-59P,ENSG00000201317,hg38
SNORD114-30,ENSG00000201318,hg38
RNA5S9,ENSG00000201321,hg38
RNU6-361P,ENSG00000201324,hg38
RNA5SP142,ENSG00000201325,hg38
SNORD115-22,ENSG00000201326,hg38
U3-8,ENSG00000201329,hg38
SNORD32B,ENSG00000201330,hg38
SNORD115-23,ENSG00000201331,hg38
Y_RNA-239,ENSG00000201339,hg38
Y_RNA-240,ENSG00000201340,hg38
RNU6-421P,ENSG00000201341,hg38
RNU4-38P,ENSG00000201342,hg38
Y_RNA-241,ENSG00000201343,hg38
U3-9,ENSG00000201346,hg38
RNA5SP69,ENSG00000201347,hg38
RNU105B,ENSG00000201348,hg38
Y_RNA-242,ENSG00000201351,hg38
Y_RNA-243,ENSG00000201354,hg38
RNA5S14,ENSG00000201355,hg38
RNA5SP500,ENSG00000201356,hg38
RN7SKP193,ENSG00000201358,hg38
RNA5SP433,ENSG00000201361,hg38
Y_RNA-244,ENSG00000201363,hg38
RN7SKP37,ENSG00000201364,hg38
Y_RNA-245,ENSG00000201365,hg38
RNU6-522P,ENSG00000201367,hg38
U3-10,ENSG00000201368,hg38
Y_RNA-246,ENSG00000201370,hg38
Y_RNA-247,ENSG00000201371,hg38
RNU6-1251P,ENSG00000201372,hg38
SNORA70-1,ENSG00000201376,hg38
RNY4P23,ENSG00000201377,hg38
RNU4-76P,ENSG00000201379,hg38
RNU6-558P,ENSG00000201382,hg38
ENSG00000201384,ENSG00000201384,hg38
RNU6-1163P,ENSG00000201386,hg38
SNORA68B,ENSG00000201388,hg38
RNU6-1141P,ENSG00000201390,hg38
RNU6-1078P,ENSG00000201392,hg38
SNORA71,ENSG00000201393,hg38
RNA5SP140,ENSG00000201394,hg38
RN7SKP257,ENSG00000201395,hg38
U8-4,ENSG00000201398,hg38
SNORD14B,ENSG00000201403,hg38
Y_RNA-248,ENSG00000201405,hg38
ENSG00000201407,ENSG00000201407,hg38
ENSG00000201410,ENSG00000201410,hg38
Y_RNA-249,ENSG00000201412,hg38
RNA5SP141,ENSG00000201413,hg38
RNA5SP204,ENSG00000201415,hg38
RNA5SP512,ENSG00000201420,hg38
Y_RNA-250,ENSG00000201421,hg38
RN7SKP246,ENSG00000201423,hg38
Y_RNA-251,ENSG00000201426,hg38
RN7SKP71,ENSG00000201428,hg38
RNU6-1277P,ENSG00000201431,hg38
Y_RNA-252,ENSG00000201432,hg38
RNU6-335P,ENSG00000201433,hg38
RNU4-24P,ENSG00000201435,hg38
RNU6-660P,ENSG00000201436,hg38
RNU4-67P,ENSG00000201439,hg38
RNA5SP515,ENSG00000201440,hg38
RNU6-646P,ENSG00000201441,hg38
Y_RNA-253,ENSG00000201442,hg38
RNU6-309P,ENSG00000201443,hg38
RNU6-1082P,ENSG00000201444,hg38
RNA5SP509,ENSG00000201447,hg38
SNORA63C,ENSG00000201448,hg38
Y_RNA-254,ENSG00000201451,hg38
RNU6-1317P,ENSG00000201452,hg38
SNORA55,ENSG00000201457,hg38
RNU4-4P,ENSG00000201458,hg38
Y_RNA-255,ENSG00000201464,hg38
ENSG00000201465,ENSG00000201465,hg38
Y_RNA-256,ENSG00000201466,hg38
ENSG00000201467,ENSG00000201467,hg38
RNA5SP379,ENSG00000201469,hg38
RNY4P7,ENSG00000201470,hg38
RNU6-164P,ENSG00000201474,hg38
RNA5SP353,ENSG00000201476,hg38
SNORD115-17,ENSG00000201482,hg38
Y_RNA-257,ENSG00000201483,hg38
SNORD45B,ENSG00000201487,hg38
Y_RNA-258,ENSG00000201489,hg38
RNU4-75P,ENSG00000201491,hg38
RNA5SP78,ENSG00000201492,hg38
RNU1-141P,ENSG00000201493,hg38
RN7SKP275,ENSG00000201496,hg38
Y_RNA-259,ENSG00000201498,hg38
RNU6-312P,ENSG00000201499,hg38
ENSG00000201500,ENSG00000201500,hg38
Y_RNA-260,ENSG00000201501,hg38
ENSG00000201502,ENSG00000201502,hg38
RN7SKP217,ENSG00000201510,hg38
Y_RNA-261,ENSG00000201511,hg38
SNORA71C,ENSG00000201512,hg38
ENSG00000201516,ENSG00000201516,hg38
RNU6-707P,ENSG00000201517,hg38
RNA5SP513,ENSG00000201518,hg38
RNU6-645P,ENSG00000201519,hg38
RNA5SP205,ENSG00000201523,hg38
RNU6-450P,ENSG00000201524,hg38
RNA5SP478,ENSG00000201527,hg38
Y_RNA-262,ENSG00000201529,hg38
RNA5SP194,ENSG00000201532,hg38
RN7SKP237,ENSG00000201533,hg38
Y_RNA-263,ENSG00000201535,hg38
ENSG00000201541,ENSG00000201541,hg38
SNORA62-1,ENSG00000201542,hg38
SNORA16B,ENSG00000201544,hg38
RNU4-85P,ENSG00000201545,hg38
Y_RNA-264,ENSG00000201547,hg38
Y_RNA-265,ENSG00000201548,hg38
Y_RNA-266,ENSG00000201549,hg38
RNU6-726P,ENSG00000201550,hg38
Y_RNA-267,ENSG00000201554,hg38
Y_RNA-268,ENSG00000201555,hg38
SNORD114-15,ENSG00000201557,hg38
RNVU1-6,ENSG00000201558,hg38
RNU6-973P,ENSG00000201560,hg38
Y_RNA-269,ENSG00000201563,hg38
RN7SKP50,ENSG00000201564,hg38
Y_RNA-270,ENSG00000201565,hg38
Y_RNA-271,ENSG00000201566,hg38
RNA5SP510,ENSG00000201567,hg38
SNORD114-17,ENSG00000201569,hg38
RNU4-56P,ENSG00000201570,hg38
Y_RNA-272,ENSG00000201573,hg38
RNU1-93P,ENSG00000201574,hg38
RNU6-343P,ENSG00000201579,hg38
RN7SKP78,ENSG00000201581,hg38
RN7SKP191,ENSG00000201583,hg38
Y_RNA-273,ENSG00000201584,hg38
RNU6-593P,ENSG00000201586,hg38
RNA5S2,ENSG00000201588,hg38
RNU6-99P,ENSG00000201591,hg38
ENSG00000201592,ENSG00000201592,hg38
RNA5SP517,ENSG00000201594,hg38
RNA5SP132,ENSG00000201595,hg38
Y_RNA-274,ENSG00000201596,hg38
RNU6-219P,ENSG00000201598,hg38
RN7SKP124,ENSG00000201600,hg38
Y_RNA-275,ENSG00000201602,hg38
RNU6-740P,ENSG00000201604,hg38
RNU4-16P,ENSG00000201607,hg38
RNU4-42P,ENSG00000201608,hg38
RNU4-28P,ENSG00000201609,hg38
RNA5SP84,ENSG00000201610,hg38
RN7SKP15,ENSG00000201612,hg38
RNU6-200P,ENSG00000201613,hg38
RNU1-91P,ENSG00000201616,hg38
RNA5SP505,ENSG00000201618,hg38
ENSG00000201619,ENSG00000201619,hg38
RNA5SP51,ENSG00000201620,hg38
RNU6-621P,ENSG00000201622,hg38
RNU6-923P,ENSG00000201623,hg38
Y_RNA-276,ENSG00000201624,hg38
Y_RNA-277,ENSG00000201627,hg38
RNU4-7P,ENSG00000201628,hg38
Y_RNA-278,ENSG00000201633,hg38
SNORD115-48,ENSG00000201634,hg38
Y_RNA-279,ENSG00000201635,hg38
RNY4P16,ENSG00000201638,hg38
RN7SKP28,ENSG00000201640,hg38
RNU6-1187P,ENSG00000201641,hg38
RNU6-865P,ENSG00000201642,hg38
SNORA14A,ENSG00000201643,hg38
Y_RNA-280,ENSG00000201644,hg38
RNU4-91P,ENSG00000201648,hg38
RNY4P34,ENSG00000201649,hg38
RNU6-7,ENSG00000201654,hg38
RNU6-283P,ENSG00000201658,hg38
RNU12-2P,ENSG00000201659,hg38
ENSG00000201660,ENSG00000201660,hg38
RNU6-60P,ENSG00000201662,hg38
Y_RNA-281,ENSG00000201663,hg38
RN7SKP6,ENSG00000201665,hg38
ENSG00000201666,ENSG00000201666,hg38
Y_RNA-282,ENSG00000201668,hg38
RNA5SP90,ENSG00000201671,hg38
SNORD113-4,ENSG00000201672,hg38
U3-11,ENSG00000201674,hg38
SNORD32A,ENSG00000201675,hg38
Y_RNA-283,ENSG00000201676,hg38
SNORD115-15,ENSG00000201679,hg38
Y_RNA-284,ENSG00000201680,hg38
Y_RNA-285,ENSG00000201683,hg38
RN7SKP239,ENSG00000201684,hg38
RNU6-1107P,ENSG00000201687,hg38
SNORD114-29,ENSG00000201689,hg38
RNY1P2,ENSG00000201690,hg38
RNA5SP334,ENSG00000201695,hg38
RNVU1-24,ENSG00000201699,hg38
SNORD113-3,ENSG00000201700,hg38
ENSG00000201701,ENSG00000201701,hg38
RNA5SP396,ENSG00000201704,hg38
RNU6-818P,ENSG00000201707,hg38
RNA5SP359,ENSG00000201708,hg38
RNU6-686P,ENSG00000201709,hg38
ENSG00000201710,ENSG00000201710,hg38
RNU6-1303P,ENSG00000201711,hg38
RNA5SP125,ENSG00000201713,hg38
RN7SKP133,ENSG00000201715,hg38
Y_RNA-286,ENSG00000201723,hg38
Y_RNA-287,ENSG00000201724,hg38
RNU6-304P,ENSG00000201725,hg38
RNA5SP173,ENSG00000201727,hg38
RNA5SP479,ENSG00000201728,hg38
ENSG00000201733,ENSG00000201733,hg38
RNA5SP160,ENSG00000201736,hg38
RNU1-133P,ENSG00000201737,hg38
Y_RNA-288,ENSG00000201741,hg38
RNU6-563P,ENSG00000201742,hg38
RNU6-34P,ENSG00000201744,hg38
RNU6-828P,ENSG00000201746,hg38
RNU6-534P,ENSG00000201747,hg38
Y_RNA-289,ENSG00000201749,hg38
RNU6-119P,ENSG00000201752,hg38
SNORD52,ENSG00000201754,hg38
Y_RNA-290,ENSG00000201756,hg38
RN7SKP55,ENSG00000201758,hg38
RNU6-336P,ENSG00000201761,hg38
RNA5SP267,ENSG00000201763,hg38
RNA5SP302,ENSG00000201766,hg38
RNU6-384P,ENSG00000201770,hg38
SNORA5C,ENSG00000201772,hg38
Y_RNA-291,ENSG00000201774,hg38
RNU6-1325P,ENSG00000201775,hg38
Y_RNA-292,ENSG00000201778,hg38
RNU6-275P,ENSG00000201780,hg38
RN7SKP226,ENSG00000201782,hg38
SNORD117,ENSG00000201785,hg38
Y_RNA-293,ENSG00000201786,hg38
Y_RNA-294,ENSG00000201788,hg38
RNU6-1071P,ENSG00000201789,hg38
RNA5SP189,ENSG00000201790,hg38
SNORA63-4,ENSG00000201791,hg38
RN7SKP9,ENSG00000201793,hg38
RN7SKP130,ENSG00000201794,hg38
RNU6-392P,ENSG00000201796,hg38
Y_RNA-295,ENSG00000201800,hg38
RNU5E-4P,ENSG00000201801,hg38
RNU6-1180P,ENSG00000201805,hg38
RNU4-8P,ENSG00000201806,hg38
ENSG00000201807,ENSG00000201807,hg38
U8-5,ENSG00000201809,hg38
U8-6,ENSG00000201810,hg38
SNORA71-1,ENSG00000201811,hg38
RNA5SP488,ENSG00000201812,hg38
RNU6-915P,ENSG00000201813,hg38
RNU6-526P,ENSG00000201815,hg38
SNORA73-1,ENSG00000201816,hg38
RNY4P17,ENSG00000201818,hg38
Y_RNA-296,ENSG00000201820,hg38
RNU4-9P,ENSG00000201821,hg38
RNA5SP149,ENSG00000201822,hg38
SNORD48,ENSG00000201823,hg38
RNU6-1131P,ENSG00000201825,hg38
RNU6-867P,ENSG00000201826,hg38
ENSG00000201827,ENSG00000201827,hg38
Y_RNA-297,ENSG00000201830,hg38
SNORD115-1,ENSG00000201831,hg38
SNORD114-3,ENSG00000201839,hg38
Y_RNA-298,ENSG00000201843,hg38
RNA5SP166,ENSG00000201846,hg38
SNORD31B,ENSG00000201847,hg38
Y_RNA-299,ENSG00000201850,hg38
RNU6-702P,ENSG00000201852,hg38
RNA5SP331,ENSG00000201856,hg38
Y_RNA-300,ENSG00000201860,hg38
RNA5SP298,ENSG00000201861,hg38
ENSG00000201863,ENSG00000201863,hg38
Y_RNA-301,ENSG00000201867,hg38
Y_RNA-302,ENSG00000201868,hg38
RNU6-294P,ENSG00000201869,hg38
RN7SKP178,ENSG00000201875,hg38
RNA5SP97,ENSG00000201876,hg38
Y_RNA-303,ENSG00000201881,hg38
ENSG00000201882,ENSG00000201882,hg38
Y_RNA-304,ENSG00000201884,hg38
Y_RNA-305,ENSG00000201885,hg38
Y_RNA-306,ENSG00000201892,hg38
RNU6-967P,ENSG00000201894,hg38
RN7SKP153,ENSG00000201896,hg38
SNORA72-1,ENSG00000201898,hg38
SNORD114-24,ENSG00000201899,hg38
RNY1P13,ENSG00000201900,hg38
RN7SKP48,ENSG00000201901,hg38
SNORD115-38,ENSG00000201907,hg38
RNU6-590P,ENSG00000201909,hg38
RNU1-140P,ENSG00000201910,hg38
RN7SKP189,ENSG00000201912,hg38
Y_RNA-307,ENSG00000201913,hg38
Y_RNA-308,ENSG00000201916,hg38
RNU6-1022P,ENSG00000201919,hg38
RNA5SP442,ENSG00000201920,hg38
RNU1-43P,ENSG00000201922,hg38
RNA5SP485,ENSG00000201923,hg38
RNA5S15,ENSG00000201925,hg38
RNA5SP172,ENSG00000201931,hg38
Y_RNA-309,ENSG00000201933,hg38
Y_RNA-310,ENSG00000201938,hg38
RNA5SP224,ENSG00000201939,hg38
RNA5SP363,ENSG00000201942,hg38
SNORD115-10,ENSG00000201943,hg38
SNORA72-2,ENSG00000201944,hg38
SNORA70-2,ENSG00000201945,hg38
SNORD113-9,ENSG00000201950,hg38
RNU6-673P,ENSG00000201954,hg38
RNY3P1,ENSG00000201955,hg38
ENSG00000201957,ENSG00000201957,hg38
Y_RNA-311,ENSG00000201959,hg38
RNA5SP126,ENSG00000201962,hg38
Y_RNA-312,ENSG00000201965,hg38
RNA5-8SP4,ENSG00000201966,hg38
RN7SKP22,ENSG00000201967,hg38
RNA5SP138,ENSG00000201968,hg38
SNORD115-20,ENSG00000201969,hg38
SNORA62-2,ENSG00000201980,hg38
Y_RNA-313,ENSG00000201984,hg38
Y_RNA-314,ENSG00000201987,hg38
Y_RNA-315,ENSG00000201988,hg38
